"시도별","모의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"울산광역시","50세이상","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","총계","출생[명]","명","9","19","9","3","0","1","1","1","4","0","0","0","0","0",
"울산광역시","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","중고등학교","출생[명]","명","0","0","0","0","0","1","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","고등학교","출생[명]","명","0","0","0","0","0","1","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"울산광역시","연령미상","미상","출생[명]","명","9","19","9","3","0","0","1","1","4","0","0","0","0","0",
"세종특별자치시","계","총계","출생[명]","명","0","0","0","0","1054","1111","1344","2708","3297","3504","3703","3819","3468","3570",
"세종특별자치시","계","무학","출생[명]","명","0","0","0","0","0","0","2","1","3","5","0","2","2","1",
"세종특별자치시","계","초등학교","출생[명]","명","0","0","0","0","6","4","2","2","5","6","3","4","5","2",
"세종특별자치시","계","중고등학교","출생[명]","명","0","0","0","0","366","305","302","417","463","406","403","390","312","264",
"세종특별자치시","계","중학교","출생[명]","명","0","0","0","0","22","26","21","25","26","20","30","24","25","13",
"세종특별자치시","계","고등학교","출생[명]","명","0","0","0","0","344","279","281","392","437","386","373","366","287","251",
"세종특별자치시","계","초대.전문대이상","출생[명]","명","0","0","0","0","681","802","1037","2263","2781","3022","3247","3323","3034","3165",
"세종특별자치시","계","대학(교)","출생[명]","명","0","0","0","0","605","707","902","1910","2349","2532","2752","2760","2502","2626",
"세종특별자치시","계","대학원 이상","출생[명]","명","0","0","0","0","76","95","135","353","432","490","495","563","532","539",
"세종특별자치시","계","미상","출생[명]","명","0","0","0","0","1","0","1","25","45","65","50","100","115","138",
"세종특별자치시","15세미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15세미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15 - 19세","총계","출생[명]","명","0","0","0","0","6","5","6","6","6","5","9","6","2","2",
"세종특별자치시","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15 - 19세","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","1","0","0",
"세종특별자치시","15 - 19세","중고등학교","출생[명]","명","0","0","0","0","5","5","6","6","6","5","9","5","2","2",
"세종특별자치시","15 - 19세","중학교","출생[명]","명","0","0","0","0","0","2","3","4","4","2","4","2","0","0",
"세종특별자치시","15 - 19세","고등학교","출생[명]","명","0","0","0","0","5","3","3","2","2","3","5","3","2","2",
"세종특별자치시","15 - 19세","초대.전문대이상","출생[명]","명","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15 - 19세","대학(교)","출생[명]","명","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","15 - 19세","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","20 - 24세","총계","출생[명]","명","0","0","0","0","82","73","69","92","113","94","88","89","70","52",
"세종특별자치시","20 - 24세","무학","출생[명]","명","0","0","0","0","0","0","0","0","2","0","0","1","1","0",
"세종특별자치시","20 - 24세","초등학교","출생[명]","명","0","0","0","0","1","2","0","1","0","2","0","0","2","1",
"세종특별자치시","20 - 24세","중고등학교","출생[명]","명","0","0","0","0","61","53","45","52","60","52","52","50","47","30",
"세종특별자치시","20 - 24세","중학교","출생[명]","명","0","0","0","0","6","8","6","5","9","7","10","5","6","6",
"세종특별자치시","20 - 24세","고등학교","출생[명]","명","0","0","0","0","55","45","39","47","51","45","42","45","41","24",
"세종특별자치시","20 - 24세","초대.전문대이상","출생[명]","명","0","0","0","0","20","18","24","38","47","36","35","33","20","17",
"세종특별자치시","20 - 24세","대학(교)","출생[명]","명","0","0","0","0","20","18","24","38","46","36","34","33","20","17",
"세종특별자치시","20 - 24세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","1","0","1","0","0","0",
"세종특별자치시","20 - 24세","미상","출생[명]","명","0","0","0","0","0","0","0","1","4","4","1","5","0","4",
"세종특별자치시","25 - 29세","총계","출생[명]","명","0","0","0","0","275","270","306","600","708","727","750","705","569","566",
"세종특별자치시","25 - 29세","무학","출생[명]","명","0","0","0","0","0","0","2","0","0","0","0","0","1","1",
"세종특별자치시","25 - 29세","초등학교","출생[명]","명","0","0","0","0","2","0","2","0","1","2","1","2","0","1",
"세종특별자치시","25 - 29세","중고등학교","출생[명]","명","0","0","0","0","95","76","73","95","112","103","94","106","71","72",
"세종특별자치시","25 - 29세","중학교","출생[명]","명","0","0","0","0","7","7","7","5","5","3","7","7","8","2",
"세종특별자치시","25 - 29세","고등학교","출생[명]","명","0","0","0","0","88","69","66","90","107","100","87","99","63","70",
"세종특별자치시","25 - 29세","초대.전문대이상","출생[명]","명","0","0","0","0","178","194","229","501","590","606","642","583","485","467",
"세종특별자치시","25 - 29세","대학(교)","출생[명]","명","0","0","0","0","165","177","216","450","534","557","602","530","449","413",
"세종특별자치시","25 - 29세","대학원 이상","출생[명]","명","0","0","0","0","13","17","13","51","56","49","40","53","36","54",
"세종특별자치시","25 - 29세","미상","출생[명]","명","0","0","0","0","0","0","0","4","5","16","13","14","12","25",
"세종특별자치시","30 - 34세","총계","출생[명]","명","0","0","0","0","515","557","678","1378","1606","1667","1691","1769","1688","1739",
"세종특별자치시","30 - 34세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","3","0","0","0","0",
"세종특별자치시","30 - 34세","초등학교","출생[명]","명","0","0","0","0","3","1","0","1","4","2","1","1","2","0",
"세종특별자치시","30 - 34세","중고등학교","출생[명]","명","0","0","0","0","146","116","119","169","173","127","132","121","99","74",
"세종특별자치시","30 - 34세","중학교","출생[명]","명","0","0","0","0","9","6","3","6","6","6","6","8","7","4",
"세종특별자치시","30 - 34세","고등학교","출생[명]","명","0","0","0","0","137","110","116","163","167","121","126","113","92","70",
"세종특별자치시","30 - 34세","초대.전문대이상","출생[명]","명","0","0","0","0","366","440","558","1196","1411","1510","1541","1603","1524","1603",
"세종특별자치시","30 - 34세","대학(교)","출생[명]","명","0","0","0","0","327","383","473","1011","1172","1251","1280","1333","1260","1351",
"세종특별자치시","30 - 34세","대학원 이상","출생[명]","명","0","0","0","0","39","57","85","185","239","259","261","270","264","252",
"세종특별자치시","30 - 34세","미상","출생[명]","명","0","0","0","0","0","0","1","12","18","25","17","44","63","62",
"세종특별자치시","35 - 39세","총계","출생[명]","명","0","0","0","0","147","181","256","577","759","915","1022","1092","998","1046",
"세종특별자치시","35 - 39세","무학","출생[명]","명","0","0","0","0","0","0","0","1","1","2","0","1","0","0",
"세종특별자치시","35 - 39세","초등학교","출생[명]","명","0","0","0","0","0","1","0","0","0","0","1","0","0","0",
"세종특별자치시","35 - 39세","중고등학교","출생[명]","명","0","0","0","0","45","45","46","85","86","97","96","88","74","70",
"세종특별자치시","35 - 39세","중학교","출생[명]","명","0","0","0","0","0","3","1","5","1","2","2","2","2","1",
"세종특별자치시","35 - 39세","고등학교","출생[명]","명","0","0","0","0","45","42","45","80","85","95","94","86","72","69",
"세종특별자치시","35 - 39세","초대.전문대이상","출생[명]","명","0","0","0","0","101","135","210","483","658","799","911","967","889","936",
"세종특별자치시","35 - 39세","대학(교)","출생[명]","명","0","0","0","0","80","117","175","378","541","633","744","763","686","729",
"세종특별자치시","35 - 39세","대학원 이상","출생[명]","명","0","0","0","0","21","18","35","105","117","166","167","204","203","207",
"세종특별자치시","35 - 39세","미상","출생[명]","명","0","0","0","0","1","0","0","8","14","17","14","36","35","40",
"세종특별자치시","40 - 44세","총계","출생[명]","명","0","0","0","0","29","25","28","53","103","90","138","152","136","163",
"세종특별자치시","40 - 44세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","40 - 44세","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","1","0",
"세종특별자치시","40 - 44세","중고등학교","출생[명]","명","0","0","0","0","14","10","12","8","25","19","18","19","19","16",
"세종특별자치시","40 - 44세","중학교","출생[명]","명","0","0","0","0","0","0","1","0","1","0","0","0","2","0",
"세종특별자치시","40 - 44세","고등학교","출생[명]","명","0","0","0","0","14","10","11","8","24","19","18","19","17","16",
"세종특별자치시","40 - 44세","초대.전문대이상","출생[명]","명","0","0","0","0","15","15","16","45","74","68","116","132","112","141",
"세종특별자치시","40 - 44세","대학(교)","출생[명]","명","0","0","0","0","12","12","14","33","55","52","90","97","84","115",
"세종특별자치시","40 - 44세","대학원 이상","출생[명]","명","0","0","0","0","3","3","2","12","19","16","26","35","28","26",
"세종특별자치시","40 - 44세","미상","출생[명]","명","0","0","0","0","0","0","0","0","4","3","4","1","4","6",
"세종특별자치시","45 - 49세","총계","출생[명]","명","0","0","0","0","0","0","1","2","2","5","4","6","4","1",
"세종특별자치시","45 - 49세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","45 - 49세","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","45 - 49세","중고등학교","출생[명]","명","0","0","0","0","0","0","1","2","1","2","2","1","0","0",
"세종특별자치시","45 - 49세","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","1","0","0","0",
"세종특별자치시","45 - 49세","고등학교","출생[명]","명","0","0","0","0","0","0","1","2","1","2","1","1","0","0",
"세종특별자치시","45 - 49세","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","1","3","2","5","4","1",
"세종특별자치시","45 - 49세","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","1","3","2","4","3","1",
"세종특별자치시","45 - 49세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","1","1","0",
"세종특별자치시","45 - 49세","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","1","0","0","0","0",
"세종특별자치시","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","1","0","0","0","0",
"세종특별자치시","50세이상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","1","0","0","0","0",
"세종특별자치시","50세이상","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","50세이상","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","1","0","1","1",
"세종특별자치시","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세종특별자치시","연령미상","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","1","0","1","1",
"경기도","계","총계","출생[명]","명","119397","113692","121753","122027","124746","112129","112169","113495","105643","94088","88175","83198","77737","76139",
"경기도","계","무학","출생[명]","명","68","80","98","93","92","61","82","61","33","31","49","53","87","54",
"경기도","계","초등학교","출생[명]","명","287","296","276","316","276","252","220","208","179","185","115","115","106","98",
"경기도","계","중고등학교","출생[명]","명","45353","40752","41176","39084","37773","31390","29105","27798","24713","20866","18240","16567","14849","13331",
"경기도","계","중학교","출생[명]","명","1718","1575","1660","1772","1787","1551","1444","1223","1168","1055","899","932","768","696",
"경기도","계","고등학교","출생[명]","명","43635","39177","39516","37312","35986","29839","27661","26575","23545","19811","17341","15635","14081","12635",
"경기도","계","초대.전문대이상","출생[명]","명","72683","71582","79236","82091","86215","80023","82271","84800","79536","71694","67970","64564","60213","60048",
"경기도","계","대학(교)","출생[명]","명","66725","65660","72321","74824","78225","72431","74201","76338","71671","64505","61034","57930","53959","53681",
"경기도","계","대학원 이상","출생[명]","명","5958","5922","6915","7267","7990","7592","8070","8462","7865","7189","6936","6634","6254","6367",
"경기도","계","미상","출생[명]","명","1006","982","967","443","390","403","491","628","1182","1312","1801","1899","2482","2608",
"경기도","15세미만","총계","출생[명]","명","9","6","1","4","3","5","1","3","3","3","2","2","3","2",
"경기도","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세미만","초등학교","출생[명]","명","2","1","0","1","1","3","0","1","2","2","2","0","2","2",
"경기도","15세미만","중고등학교","출생[명]","명","0","3","0","0","1","2","1","2","1","1","0","2","1","0",
"경기도","15세미만","중학교","출생[명]","명","0","3","0","0","1","2","1","2","1","1","0","2","1","0",
"경기도","15세미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15세미만","미상","출생[명]","명","7","2","1","3","1","0","0","0","0","0","0","0","0","0",
"경기도","15 - 19세","총계","출생[명]","명","592","578","629","661","627","554","528","432","395","296","267","245","220","123",
"경기도","15 - 19세","무학","출생[명]","명","2","2","0","1","0","3","2","2","0","0","1","2","2","0",
"경기도","15 - 19세","초등학교","출생[명]","명","23","26","29","27","33","25","35","14","16","13","8","7","5","3",
"경기도","15 - 19세","중고등학교","출생[명]","명","449","431","489","555","548","513","480","405","365","275","237","216","197","116",
"경기도","15 - 19세","중학교","출생[명]","명","177","174","184","214","238","218","181","130","147","108","93","77","74","44",
"경기도","15 - 19세","고등학교","출생[명]","명","272","257","305","341","310","295","299","275","218","167","144","139","123","72",
"경기도","15 - 19세","초대.전문대이상","출생[명]","명","18","23","20","37","14","10","9","6","6","2","0","3","0","0",
"경기도","15 - 19세","대학(교)","출생[명]","명","18","23","20","37","14","10","9","6","6","2","0","3","0","0",
"경기도","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","15 - 19세","미상","출생[명]","명","100","96","91","41","32","3","2","5","8","6","21","17","16","4",
"경기도","20 - 24세","총계","출생[명]","명","6613","5834","5781","5826","6016","5244","5103","4870","4645","3827","3152","2750","2398","2002",
"경기도","20 - 24세","무학","출생[명]","명","16","13","13","21","18","4","18","11","6","7","8","7","12","9",
"경기도","20 - 24세","초등학교","출생[명]","명","88","92","76","82","77","66","54","46","44","34","12","24","12","14",
"경기도","20 - 24세","중고등학교","출생[명]","명","4427","3789","3695","3697","3710","3311","3192","3081","2936","2472","2023","1852","1571","1343",
"경기도","20 - 24세","중학교","출생[명]","명","471","445","455","464","484","455","421","337","322","276","208","212","141","133",
"경기도","20 - 24세","고등학교","출생[명]","명","3956","3344","3240","3233","3226","2856","2771","2744","2614","2196","1815","1640","1430","1210",
"경기도","20 - 24세","초대.전문대이상","출생[명]","명","1894","1744","1861","1974","2179","1833","1811","1708","1616","1245","1014","782","678","553",
"경기도","20 - 24세","대학(교)","출생[명]","명","1868","1725","1843","1955","2158","1815","1797","1692","1604","1231","1006","777","675","542",
"경기도","20 - 24세","대학원 이상","출생[명]","명","26","19","18","19","21","18","14","16","12","14","8","5","3","11",
"경기도","20 - 24세","미상","출생[명]","명","188","196","136","52","32","30","28","24","43","69","95","85","125","83",
"경기도","25 - 29세","총계","출생[명]","명","42304","38784","37044","34488","31907","25709","24345","24183","21688","18957","17085","15415","14071","12899",
"경기도","25 - 29세","무학","출생[명]","명","20","24","28","25","29","15","23","18","6","8","13","10","20","10",
"경기도","25 - 29세","초등학교","출생[명]","명","58","58","63","90","65","61","53","63","40","44","33","26","26","20",
"경기도","25 - 29세","중고등학교","출생[명]","명","16028","13799","12649","11191","9946","7389","6518","6197","5348","4657","4172","3894","3686","3289",
"경기도","25 - 29세","중학교","출생[명]","명","428","380","410","453","462","345","354","311","289","272","228","245","210","194",
"경기도","25 - 29세","고등학교","출생[명]","명","15600","13419","12239","10738","9484","7044","6164","5886","5059","4385","3944","3649","3476","3095",
"경기도","25 - 29세","초대.전문대이상","출생[명]","명","25992","24689","24102","23085","21804","18168","17659","17805","16112","14012","12534","11157","9954","9127",
"경기도","25 - 29세","대학(교)","출생[명]","명","24635","23453","22868","21897","20627","17217","16639","16857","15329","13362","11932","10689","9487","8726",
"경기도","25 - 29세","대학원 이상","출생[명]","명","1357","1236","1234","1188","1177","951","1020","948","783","650","602","468","467","401",
"경기도","25 - 29세","미상","출생[명]","명","206","214","202","97","63","76","92","100","182","236","333","328","385","453",
"경기도","30 - 34세","총계","출생[명]","명","51929","50032","56317","57796","61802","56956","57102","55808","50301","42570","38770","36271","34077","34075",
"경기도","30 - 34세","무학","출생[명]","명","17","24","36","23","26","25","28","23","11","9","19","15","30","19",
"경기도","30 - 34세","초등학교","출생[명]","명","51","52","57","57","48","56","52","51","52","49","38","34","38","27",
"경기도","30 - 34세","중고등학교","출생[명]","명","16665","14955","15762","15183","15409","12947","12072","10952","9085","6937","5728","5016","4464","4159",
"경기도","30 - 34세","중학교","출생[명]","명","318","271","284","332","323","329","303","285","276","233","233","219","200","184",
"경기도","30 - 34세","고등학교","출생[명]","명","16347","14684","15478","14851","15086","12618","11769","10667","8809","6704","5495","4797","4264","3975",
"경기도","30 - 34세","초대.전문대이상","출생[명]","명","34970","34764","40254","42425","46158","43758","44746","44509","40652","35053","32266","30405","28512","28773",
"경기도","30 - 34세","대학(교)","출생[명]","명","31598","31414","36264","38311","41557","39380","40194","39908","36473","31354","28928","27300","25660","25827",
"경기도","30 - 34세","대학원 이상","출생[명]","명","3372","3350","3990","4114","4601","4378","4552","4601","4179","3699","3338","3105","2852","2946",
"경기도","30 - 34세","미상","출생[명]","명","226","237","208","108","161","170","204","273","501","522","719","801","1033","1097",
"경기도","35 - 39세","총계","출생[명]","명","16044","16251","19380","20272","21363","20698","21888","24782","25098","24943","25262","24608","22866","22589",
"경기도","35 - 39세","무학","출생[명]","명","10","16","14","18","12","13","9","6","7","5","6","16","17","12",
"경기도","35 - 39세","초등학교","출생[명]","명","48","39","35","38","33","30","20","25","20","35","18","17","17","28",
"경기도","35 - 39세","중고등학교","출생[명]","명","6836","6664","7334","7036","6779","5994","5625","5988","5831","5490","5072","4601","3903","3428",
"경기도","35 - 39세","중학교","출생[명]","명","245","212","228","218","201","145","137","110","104","135","114","138","112","117",
"경기도","35 - 39세","고등학교","출생[명]","명","6591","6452","7106","6818","6578","5849","5488","5878","5727","5355","4958","4463","3791","3311",
"경기도","35 - 39세","초대.전문대이상","출생[명]","명","9064","9471","11868","13117","14459","14586","16135","18615","18908","19043","19654","19436","18159","18340",
"경기도","35 - 39세","대학(교)","출생[명]","명","7966","8288","10359","11401","12512","12613","13962","16085","16371","16584","17063","16831","15680","15848",
"경기도","35 - 39세","대학원 이상","출생[명]","명","1098","1183","1509","1716","1947","1973","2173","2530","2537","2459","2591","2605","2479","2492",
"경기도","35 - 39세","미상","출생[명]","명","86","61","129","63","80","75","99","148","332","370","512","538","770","781",
"경기도","40 - 44세","총계","출생[명]","명","1619","1935","2299","2766","2886","2845","3056","3264","3358","3348","3475","3757","3976","4329",
"경기도","40 - 44세","무학","출생[명]","명","2","1","7","4","7","1","2","1","3","2","1","3","6","4",
"경기도","40 - 44세","초등학교","출생[명]","명","12","25","14","18","18","9","6","7","5","7","3","7","5","4",
"경기도","40 - 44세","중고등학교","출생[명]","명","878","1041","1177","1340","1307","1193","1167","1125","1103","991","966","942","998","967",
"경기도","40 - 44세","중학교","출생[명]","명","68","77","90","74","64","50","39","41","29","28","23","36","27","24",
"경기도","40 - 44세","고등학교","출생[명]","명","810","964","1087","1266","1243","1143","1128","1084","1074","963","943","906","971","943",
"경기도","40 - 44세","초대.전문대이상","출생[명]","명","715","847","1082","1391","1542","1633","1865","2111","2186","2284","2429","2711","2845","3190",
"경기도","40 - 44세","대학(교)","출생[명]","명","616","718","928","1175","1305","1364","1564","1754","1842","1926","2045","2268","2397","2687",
"경기도","40 - 44세","대학원 이상","출생[명]","명","99","129","154","216","237","269","301","357","344","358","384","443","448","503",
"경기도","40 - 44세","미상","출생[명]","명","12","21","19","13","12","9","16","20","61","64","76","94","122","164",
"경기도","45 - 49세","총계","출생[명]","명","94","90","94","124","113","74","80","89","97","98","115","111","94","94",
"경기도","45 - 49세","무학","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"경기도","45 - 49세","초등학교","출생[명]","명","3","2","2","3","0","1","0","0","0","1","1","0","1","0",
"경기도","45 - 49세","중고등학교","출생[명]","명","63","51","52","63","58","40","40","43","44","42","42","42","28","27",
"경기도","45 - 49세","중학교","출생[명]","명","9","11","6","14","10","6","4","5","0","2","0","2","3","0",
"경기도","45 - 49세","고등학교","출생[명]","명","54","40","46","49","48","34","36","38","44","40","42","40","25","27",
"경기도","45 - 49세","초대.전문대이상","출생[명]","명","26","36","38","55","55","32","39","46","53","55","71","67","60","64",
"경기도","45 - 49세","대학(교)","출생[명]","명","22","32","36","45","48","29","33","36","44","46","58","59","55","50",
"경기도","45 - 49세","대학원 이상","출생[명]","명","4","4","2","10","7","3","6","10","9","9","13","8","5","14",
"경기도","45 - 49세","미상","출생[명]","명","2","1","2","2","0","1","1","0","0","0","1","2","5","3",
"경기도","50세이상","총계","출생[명]","명","3","11","17","17","13","4","8","4","2","1","3","5","3","3",
"경기도","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","1","0","0","0",
"경기도","50세이상","초등학교","출생[명]","명","0","1","0","0","1","0","0","1","0","0","0","0","0","0",
"경기도","50세이상","중고등학교","출생[명]","명","0","6","14","11","10","1","5","2","0","1","0","2","0","2",
"경기도","50세이상","중학교","출생[명]","명","0","1","3","1","1","1","3","1","0","0","0","1","0","0",
"경기도","50세이상","고등학교","출생[명]","명","0","5","11","10","9","0","2","1","0","1","0","1","0","2",
"경기도","50세이상","초대.전문대이상","출생[명]","명","3","2","3","6","2","3","3","0","2","0","2","3","3","1",
"경기도","50세이상","대학(교)","출생[명]","명","1","2","2","3","2","3","1","0","1","0","2","3","3","1",
"경기도","50세이상","대학원 이상","출생[명]","명","2","0","1","3","0","0","2","0","1","0","0","0","0","0",
"경기도","50세이상","미상","출생[명]","명","0","2","0","0","0","0","0","1","0","0","0","0","0","0",
"경기도","연령미상","총계","출생[명]","명","190","171","191","73","16","40","58","60","56","45","44","34","29","23",
"경기도","연령미상","무학","출생[명]","명","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","연령미상","초등학교","출생[명]","명","2","0","0","0","0","1","0","0","0","0","0","0","0","0",
"경기도","연령미상","중고등학교","출생[명]","명","7","13","4","8","5","0","5","3","0","0","0","0","1","0",
"경기도","연령미상","중학교","출생[명]","명","2","1","0","2","3","0","1","1","0","0","0","0","0","0",
"경기도","연령미상","고등학교","출생[명]","명","5","12","4","6","2","0","4","2","0","0","0","0","1","0",
"경기도","연령미상","초대.전문대이상","출생[명]","명","1","6","8","1","2","0","4","0","1","0","0","0","2","0",
"경기도","연령미상","대학(교)","출생[명]","명","1","5","1","0","2","0","2","0","1","0","0","0","2","0",
"경기도","연령미상","대학원 이상","출생[명]","명","0","1","7","1","0","0","2","0","0","0","0","0","0","0",
"경기도","연령미상","미상","출생[명]","명","179","152","179","64","9","39","49","57","55","45","44","34","26","23",
"강원도","계","총계","출생[명]","명","12373","12112","12477","12408","12426","10980","10662","10929","10058","8958","8351","8283","7835","7357",
"강원도","계","무학","출생[명]","명","11","20","18","9","6","4","1","9","1","1","5","4","1","4",
"강원도","계","초등학교","출생[명]","명","80","69","85","80","79","72","46","52","33","31","20","25","18","12",
"강원도","계","중고등학교","출생[명]","명","5125","4633","4595","4415","4169","3470","3114","3060","2675","2298","1951","1874","1788","1540",
"강원도","계","중학교","출생[명]","명","343","350","322","325","344","262","237","246","235","199","141","132","151","93",
"강원도","계","고등학교","출생[명]","명","4782","4283","4273","4090","3825","3208","2877","2814","2440","2099","1810","1742","1637","1447",
"강원도","계","초대.전문대이상","출생[명]","명","7065","7292","7675","7863","8137","7410","7464","7777","7301","6569","6312","6311","5911","5725",
"강원도","계","대학(교)","출생[명]","명","6648","6856","7196","7395","7597","6895","6908","7187","6765","6082","5794","5784","5437","5251",
"강원도","계","대학원 이상","출생[명]","명","417","436","479","468","540","515","556","590","536","487","518","527","474","474",
"강원도","계","미상","출생[명]","명","92","98","104","41","35","24","37","31","48","59","63","69","117","76",
"강원도","15세미만","총계","출생[명]","명","0","2","1","0","0","3","0","1","1","0","0","1","0","0",
"강원도","15세미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
