"시도별","부의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"전라남도","계","미상","출생[명]","명","130","205","214","223","213","192","223","217","254","231","237","181","201","174",
"전라남도","15세 미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15 - 19세","총계","출생[명]","명","37","24","35","42","35","38","36","41","22","22","13","10","3","3",
"전라남도","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15 - 19세","초등학교","출생[명]","명","0","0","0","0","2","0","1","0","0","0","1","0","0","0",
"전라남도","15 - 19세","중고등학교","출생[명]","명","29","24","32","39","32","38","33","41","21","21","12","9","3","3",
"전라남도","15 - 19세","중학교","출생[명]","명","8","9","16","10","10","12","8","13","9","6","6","4","1","0",
"전라남도","15 - 19세","고등학교","출생[명]","명","21","15","16","29","22","26","25","28","12","15","6","5","2","3",
"전라남도","15 - 19세","초대.전문대이상","출생[명]","명","5","0","2","3","0","0","0","0","1","1","0","1","0","0",
"전라남도","15 - 19세","대학(교)","출생[명]","명","5","0","2","3","0","0","0","0","1","1","0","1","0","0",
"전라남도","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","15 - 19세","미상","출생[명]","명","3","0","1","0","1","0","2","0","0","0","0","0","0","0",
"전라남도","20 - 24세","총계","출생[명]","명","352","319","313","328","300","283","292","322","296","268","200","188","166","144",
"전라남도","20 - 24세","무학","출생[명]","명","1","0","0","0","0","1","0","0","0","0","0","0","0","0",
"전라남도","20 - 24세","초등학교","출생[명]","명","3","1","2","0","3","0","2","1","0","0","1","0","1","1",
"전라남도","20 - 24세","중고등학교","출생[명]","명","200","212","205","224","200","195","220","233","225","195","155","139","122","111",
"전라남도","20 - 24세","중학교","출생[명]","명","19","20","19","21","21","18","19","17","21","20","14","16","8","16",
"전라남도","20 - 24세","고등학교","출생[명]","명","181","192","186","203","179","177","201","216","204","175","141","123","114","95",
"전라남도","20 - 24세","초대.전문대이상","출생[명]","명","138","100","105","104","97","87","70","87","70","72","42","48","40","32",
"전라남도","20 - 24세","대학(교)","출생[명]","명","136","98","104","104","97","87","69","86","69","72","42","48","39","32",
"전라남도","20 - 24세","대학원 이상","출생[명]","명","2","2","1","0","0","0","1","1","1","0","0","0","1","0",
"전라남도","20 - 24세","미상","출생[명]","명","10","6","1","0","0","0","0","1","1","1","2","1","3","0",
"전라남도","25 - 29세","총계","출생[명]","명","3296","3237","3015","2927","2689","2088","1986","1887","1676","1398","1265","1133","1083","947",
"전라남도","25 - 29세","무학","출생[명]","명","2","0","0","1","2","0","1","1","0","0","1","0","0","1",
"전라남도","25 - 29세","초등학교","출생[명]","명","5","5","5","1","3","4","1","3","3","1","0","1","2","0",
"전라남도","25 - 29세","중고등학교","출생[명]","명","1221","1163","1125","1065","929","752","711","656","610","542","486","449","419","385",
"전라남도","25 - 29세","중학교","출생[명]","명","66","64","59","63","43","32","22","28","17","23","21","18","15","18",
"전라남도","25 - 29세","고등학교","출생[명]","명","1155","1099","1066","1002","886","720","689","628","593","519","465","431","404","367",
"전라남도","25 - 29세","초대.전문대이상","출생[명]","명","2063","2059","1883","1859","1752","1332","1273","1223","1060","854","774","679","656","551",
"전라남도","25 - 29세","대학(교)","출생[명]","명","1990","2008","1827","1799","1687","1272","1227","1181","1031","833","756","664","641","538",
"전라남도","25 - 29세","대학원 이상","출생[명]","명","73","51","56","60","65","60","46","42","29","21","18","15","15","13",
"전라남도","25 - 29세","미상","출생[명]","명","5","10","2","1","3","0","0","4","3","1","4","4","6","10",
"전라남도","30 - 34세","총계","출생[명]","명","6587","6311","6760","6614","7016","6489","6346","6215","5476","4551","3977","3610","3162","2718",
"전라남도","30 - 34세","무학","출생[명]","명","1","2","0","3","3","0","2","0","0","3","0","0","0","0",
"전라남도","30 - 34세","초등학교","출생[명]","명","15","5","14","7","8","7","5","5","2","8","3","1","1","0",
"전라남도","30 - 34세","중고등학교","출생[명]","명","1995","1767","1804","1763","1766","1578","1471","1450","1229","989","837","747","692","582",
"전라남도","30 - 34세","중학교","출생[명]","명","69","53","58","50","52","51","50","44","45","28","27","33","18","13",
"전라남도","30 - 34세","고등학교","출생[명]","명","1926","1714","1746","1713","1714","1527","1421","1406","1184","961","810","714","674","569",
"전라남도","30 - 34세","초대.전문대이상","출생[명]","명","4567","4530","4938","4836","5235","4898","4860","4753","4228","3523","3100","2842","2441","2110",
"전라남도","30 - 34세","대학(교)","출생[명]","명","4211","4191","4569","4516","4910","4585","4546","4431","3948","3257","2874","2655","2260","1987",
"전라남도","30 - 34세","대학원 이상","출생[명]","명","356","339","369","320","325","313","314","322","280","266","226","187","181","123",
"전라남도","30 - 34세","미상","출생[명]","명","9","7","4","5","4","6","8","7","17","28","37","20","28","26",
"전라남도","35 - 39세","총계","출생[명]","명","4360","4298","4462","4428","4591","4214","3933","4360","4340","4026","3849","3906","3382","2865",
"전라남도","35 - 39세","무학","출생[명]","명","5","1","3","1","2","0","0","4","2","1","0","1","0","4",
"전라남도","35 - 39세","초등학교","출생[명]","명","22","8","13","11","13","8","5","3","5","0","3","1","4","4",
"전라남도","35 - 39세","중고등학교","출생[명]","명","1967","1868","1811","1733","1564","1303","1063","1076","1032","920","800","813","728","588",
"전라남도","35 - 39세","중학교","출생[명]","명","146","98","85","82","73","70","44","38","35","35","33","20","25","20",
"전라남도","35 - 39세","고등학교","출생[명]","명","1821","1770","1726","1651","1491","1233","1019","1038","997","885","767","793","703","568",
"전라남도","35 - 39세","초대.전문대이상","출생[명]","명","2360","2410","2632","2680","3011","2901","2857","3270","3270","3077","3002","3057","2621","2240",
"전라남도","35 - 39세","대학(교)","출생[명]","명","2082","2186","2360","2394","2725","2613","2611","2997","2989","2819","2735","2761","2376","1999",
"전라남도","35 - 39세","대학원 이상","출생[명]","명","278","224","272","286","286","288","246","273","281","258","267","296","245","241",
"전라남도","35 - 39세","미상","출생[명]","명","6","11","3","3","1","2","8","7","31","28","44","34","29","29",
"전라남도","40 - 44세","총계","출생[명]","명","1235","1286","1451","1576","1650","1586","1550","1525","1434","1383","1312","1288","1271","1147",
"전라남도","40 - 44세","무학","출생[명]","명","3","7","5","0","3","2","1","1","1","0","1","0","0","0",
"전라남도","40 - 44세","초등학교","출생[명]","명","61","40","23","22","24","10","6","7","3","5","5","2","2","2",
"전라남도","40 - 44세","중고등학교","출생[명]","명","772","817","889","950","911","860","787","700","579","525","418","391","407","341",
"전라남도","40 - 44세","중학교","출생[명]","명","133","109","114","83","104","66","70","42","38","35","22","20","11","12",
"전라남도","40 - 44세","고등학교","출생[명]","명","639","708","775","867","807","794","717","658","541","490","396","371","396","329",
"전라남도","40 - 44세","초대.전문대이상","출생[명]","명","396","419","531","601","709","711","750","808","838","843","880","883","846","792",
"전라남도","40 - 44세","대학(교)","출생[명]","명","343","371","488","538","656","647","680","704","748","758","777","803","753","706",
"전라남도","40 - 44세","대학원 이상","출생[명]","명","53","48","43","63","53","64","70","104","90","85","103","80","93","86",
"전라남도","40 - 44세","미상","출생[명]","명","3","3","3","3","3","3","6","9","13","10","8","12","16","12",
"전라남도","45 - 49세","총계","출생[명]","명","332","294","344","386","416","415","365","417","441","412","369","441","404","371",
"전라남도","45 - 49세","무학","출생[명]","명","2","2","5","5","3","0","4","2","1","1","1","0","0","0",
"전라남도","45 - 49세","초등학교","출생[명]","명","53","41","26","30","31","18","8","15","3","3","2","4","2","4",
"전라남도","45 - 49세","중고등학교","출생[명]","명","216","194","232","272","289","286","248","255","266","268","215","249","215","177",
"전라남도","45 - 49세","중학교","출생[명]","명","82","66","69","73","64","63","39","49","27","36","15","31","21","13",
"전라남도","45 - 49세","고등학교","출생[명]","명","134","128","163","199","225","223","209","206","239","232","200","218","194","164",
"전라남도","45 - 49세","초대.전문대이상","출생[명]","명","60","57","80","77","93","111","101","144","166","132","147","183","184","186",
"전라남도","45 - 49세","대학(교)","출생[명]","명","50","51","75","70","85","97","90","126","151","117","134","169","161","167",
"전라남도","45 - 49세","대학원 이상","출생[명]","명","10","6","5","7","8","14","11","18","15","15","13","14","23","19",
"전라남도","45 - 49세","미상","출생[명]","명","1","0","1","2","0","0","4","1","5","8","4","5","3","4",
"전라남도","50세 이상","총계","출생[명]","명","70","58","75","101","90","104","112","107","117","136","118","147","150","144",
"전라남도","50세 이상","무학","출생[명]","명","1","1","5","2","1","1","1","4","1","1","1","1","2","0",
"전라남도","50세 이상","초등학교","출생[명]","명","22","16","13","20","15","16","14","19","16","12","11","10","9","8",
"전라남도","50세 이상","중고등학교","출생[명]","명","38","36","45","63","54","64","72","67","66","93","70","99","101","95",
"전라남도","50세 이상","중학교","출생[명]","명","22","18","21","25","18","23","29","23","20","17","21","24","17","12",
"전라남도","50세 이상","고등학교","출생[명]","명","16","18","24","38","36","41","43","44","46","76","49","75","84","83",
"전라남도","50세 이상","초대.전문대이상","출생[명]","명","9","5","12","15","20","23","23","15","28","30","32","33","34","37",
"전라남도","50세 이상","대학(교)","출생[명]","명","8","5","11","10","15","22","23","13","24","26","27","30","29","33",
"전라남도","50세 이상","대학원 이상","출생[명]","명","1","0","1","5","5","1","0","2","4","4","5","3","5","4",
"전라남도","50세 이상","미상","출생[명]","명","0","0","0","1","0","0","2","2","6","0","4","4","4","4",
"전라남도","연령미상","총계","출생[명]","명","94","168","199","210","203","184","197","187","178","158","135","109","117","91",
"전라남도","연령미상","무학","출생[명]","명","0","0","0","0","0","1","0","0","0","0","0","0","0","0",
"전라남도","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","연령미상","중고등학교","출생[명]","명","1","0","0","2","1","1","3","1","0","1","1","6","3","0",
"전라남도","연령미상","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","2","1","0",
"전라남도","연령미상","고등학교","출생[명]","명","1","0","0","2","1","1","3","1","0","1","1","4","2","0",
"전라남도","연령미상","초대.전문대이상","출생[명]","명","0","0","0","0","1","1","1","0","0","2","0","2","2","2",
"전라남도","연령미상","대학(교)","출생[명]","명","0","0","0","0","1","0","0","0","0","1","0","2","2","2",
"전라남도","연령미상","대학원 이상","출생[명]","명","0","0","0","0","0","1","1","0","0","1","0","0","0","0",
"전라남도","연령미상","미상","출생[명]","명","93","168","199","208","201","181","193","186","178","155","134","101","112","89",
"경상북도","계","총계","출생[명]","명","23538","22373","23700","24250","24635","22206","22062","22310","20616","17957","16079","14472","12873","12045",
"경상북도","계","무학","출생[명]","명","9","15","11","16","14","7","16","9","7","5","11","11","12","6",
"경상북도","계","초등학교","출생[명]","명","145","102","114","89","76","76","57","40","39","37","26","31","19","19",
"경상북도","계","중고등학교","출생[명]","명","8673","7758","8020","8015","7529","6829","6375","6182","5471","4757","4186","3702","3312","3053",
"경상북도","계","중학교","출생[명]","명","547","478","480","434","376","364","331","292","265","213","184","175","151","136",
"경상북도","계","고등학교","출생[명]","명","8126","7280","7540","7581","7153","6465","6044","5890","5206","4544","4002","3527","3161","2917",
"경상북도","계","초대.전문대이상","출생[명]","명","14486","14270","15294","15878","16694","15005","15320","15796","14784","12843","11565","10439","9279","8721",
"경상북도","계","대학(교)","출생[명]","명","13269","13093","14084","14620","15407","13890","14166","14550","13628","11771","10600","9603","8554","8002",
"경상북도","계","대학원 이상","출생[명]","명","1217","1177","1210","1258","1287","1115","1154","1246","1156","1072","965","836","725","719",
"경상북도","계","미상","출생[명]","명","225","228","261","252","322","289","294","283","315","315","291","289","251","246",
"경상북도","15세 미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15 - 19세","총계","출생[명]","명","19","22","43","56","47","44","47","32","32","13","22","9","9","6",
"경상북도","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15 - 19세","초등학교","출생[명]","명","0","1","3","0","2","0","1","0","1","0","0","0","0","1",
"경상북도","15 - 19세","중고등학교","출생[명]","명","16","19","39","55","42","43","44","31","28","13","22","9","9","5",
"경상북도","15 - 19세","중학교","출생[명]","명","5","6","16","27","9","12","18","7","8","6","7","4","1","2",
"경상북도","15 - 19세","고등학교","출생[명]","명","11","13","23","28","33","31","26","24","20","7","15","5","8","3",
"경상북도","15 - 19세","초대.전문대이상","출생[명]","명","3","1","0","1","2","0","2","1","0","0","0","0","0","0",
"경상북도","15 - 19세","대학(교)","출생[명]","명","3","1","0","1","2","0","2","1","0","0","0","0","0","0",
"경상북도","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","15 - 19세","미상","출생[명]","명","0","1","1","0","1","1","0","0","3","0","0","0","0","0",
"경상북도","20 - 24세","총계","출생[명]","명","379","326","356","406","398","410","408","399","349","306","260","191","167","113",
"경상북도","20 - 24세","무학","출생[명]","명","0","0","0","1","0","1","0","0","0","0","0","0","0","0",
"경상북도","20 - 24세","초등학교","출생[명]","명","3","3","4","2","2","3","3","3","2","2","1","1","1","0",
"경상북도","20 - 24세","중고등학교","출생[명]","명","234","206","236","272","277","286","304","297","261","248","209","152","127","97",
"경상북도","20 - 24세","중학교","출생[명]","명","29","23","18","24","22","32","26","29","24","22","25","22","12","13",
"경상북도","20 - 24세","고등학교","출생[명]","명","205","183","218","248","255","254","278","268","237","226","184","130","115","84",
"경상북도","20 - 24세","초대.전문대이상","출생[명]","명","122","105","115","131","119","119","99","99","86","55","47","37","38","15",
"경상북도","20 - 24세","대학(교)","출생[명]","명","121","103","115","131","118","117","98","98","86","55","47","37","38","15",
"경상북도","20 - 24세","대학원 이상","출생[명]","명","1","2","0","0","1","2","1","1","0","0","0","0","0","0",
"경상북도","20 - 24세","미상","출생[명]","명","20","12","1","0","0","1","2","0","0","1","3","1","1","1",
"경상북도","25 - 29세","총계","출생[명]","명","4847","4528","4411","4159","3707","3093","2829","2800","2526","2100","1816","1617","1342","1242",
"경상북도","25 - 29세","무학","출생[명]","명","0","1","0","0","0","0","0","1","0","0","2","1","0","0",
"경상북도","25 - 29세","초등학교","출생[명]","명","6","6","4","11","6","6","9","6","2","2","1","3","3","0",
"경상북도","25 - 29세","중고등학교","출생[명]","명","1704","1471","1577","1454","1293","1088","968","992","898","784","710","613","563","532",
"경상북도","25 - 29세","중학교","출생[명]","명","77","70","72","71","57","47","45","42","34","33","22","15","28","24",
"경상북도","25 - 29세","고등학교","출생[명]","명","1627","1401","1505","1383","1236","1041","923","950","864","751","688","598","535","508",
"경상북도","25 - 29세","초대.전문대이상","출생[명]","명","3123","3046","2824","2690","2406","1998","1846","1798","1625","1306","1094","986","767","704",
"경상북도","25 - 29세","대학(교)","출생[명]","명","3015","2945","2732","2594","2304","1915","1782","1712","1581","1264","1049","954","738","668",
"경상북도","25 - 29세","대학원 이상","출생[명]","명","108","101","92","96","102","83","64","86","44","42","45","32","29","36",
"경상북도","25 - 29세","미상","출생[명]","명","14","4","6","4","2","1","6","3","1","8","9","14","9","6",
"경상북도","30 - 34세","총계","출생[명]","명","10505","9788","10468","10800","11307","10045","9958","9753","8678","6914","5924","5195","4531","4215",
"경상북도","30 - 34세","무학","출생[명]","명","0","0","2","4","1","1","6","3","3","0","3","3","1","1",
"경상북도","30 - 34세","초등학교","출생[명]","명","17","13","14","11","9","12","12","10","10","5","6","4","2","4",
"경상북도","30 - 34세","중고등학교","출생[명]","명","3120","2610","2664","2671","2645","2388","2251","2191","1833","1436","1191","1066","959","912",
"경상북도","30 - 34세","중학교","출생[명]","명","98","72","91","71","73","87","77","80","69","44","30","41","26","19",
"경상북도","30 - 34세","고등학교","출생[명]","명","3022","2538","2573","2600","2572","2301","2174","2111","1764","1392","1161","1025","933","893",
"경상북도","30 - 34세","초대.전문대이상","출생[명]","명","7341","7140","7787","8106","8642","7635","7676","7535","6789","5433","4692","4081","3538","3262",
"경상북도","30 - 34세","대학(교)","출생[명]","명","6695","6528","7153","7499","8057","7116","7145","6986","6275","5014","4336","3770","3293","3048",
"경상북도","30 - 34세","대학원 이상","출생[명]","명","646","612","634","607","585","519","531","549","514","419","356","311","245","214",
"경상북도","30 - 34세","미상","출생[명]","명","27","25","1","8","10","9","13","14","43","40","32","41","31","36",
"경상북도","35 - 39세","총계","출생[명]","명","5899","5641","6119","6285","6460","5914","6086","6631","6366","6048","5594","5105","4506","4240",
"경상북도","35 - 39세","무학","출생[명]","명","3","7","2","3","4","2","1","3","4","1","3","3","5","1",
"경상북도","35 - 39세","초등학교","출생[명]","명","29","12","21","20","11","14","7","6","7","13","3","6","6","1",
"경상북도","35 - 39세","중고등학교","출생[명]","명","2511","2313","2269","2253","2005","1750","1604","1532","1411","1336","1177","1077","948","853",
"경상북도","35 - 39세","중학교","출생[명]","명","149","121","103","85","80","70","64","48","58","32","42","34","39","30",
"경상북도","35 - 39세","고등학교","출생[명]","명","2362","2192","2166","2168","1925","1680","1540","1484","1353","1304","1135","1043","909","823",
"경상북도","35 - 39세","초대.전문대이상","출생[명]","명","3345","3301","3820","4001","4434","4143","4462","5067","4906","4652","4371","3964","3516","3353",
"경상북도","35 - 39세","대학(교)","출생[명]","명","2955","2939","3411","3548","3969","3754","4044","4600","4452","4201","3952","3607","3189","3033",
"경상북도","35 - 39세","대학원 이상","출생[명]","명","390","362","409","453","465","389","418","467","454","451","419","357","327","320",
"경상북도","35 - 39세","미상","출생[명]","명","11","8","7","8","6","5","12","23","38","46","40","55","31","32",
"경상북도","40 - 44세","총계","출생[명]","명","1352","1487","1618","1862","1939","1935","1979","1965","1912","1793","1706","1595","1592","1557",
"경상북도","40 - 44세","무학","출생[명]","명","4","2","3","5","7","2","3","1","0","2","1","2","3","3",
"경상북도","40 - 44세","초등학교","출생[명]","명","33","22","14","20","13","6","7","9","3","2","1","3","3","5",
"경상북도","40 - 44세","중고등학교","출생[명]","명","840","871","949","1000","957","966","886","828","726","601","552","468","408","408",
"경상북도","40 - 44세","중학교","출생[명]","명","116","110","96","81","65","54","43","45","37","35","23","24","14","25",
"경상북도","40 - 44세","고등학교","출생[명]","명","724","761","853","919","892","912","843","783","689","566","529","444","394","383",
"경상북도","40 - 44세","초대.전문대이상","출생[명]","명","474","590","650","831","960","959","1080","1115","1167","1173","1130","1106","1158","1127",
"경상북도","40 - 44세","대학(교)","출생[명]","명","419","509","589","744","840","848","950","992","1033","1044","1007","1006","1053","1011",
"경상북도","40 - 44세","대학원 이상","출생[명]","명","55","81","61","87","120","111","130","123","134","129","123","100","105","116",
"경상북도","40 - 44세","미상","출생[명]","명","1","2","2","6","2","2","3","12","16","15","22","16","20","14",
"경상북도","45 - 49세","총계","출생[명]","명","312","337","359","373","367","394","389","410","457","460","462","466","420","388",
"경상북도","45 - 49세","무학","출생[명]","명","1","4","2","1","1","0","3","1","0","1","2","0","2","0",
"경상북도","45 - 49세","초등학교","출생[명]","명","41","36","37","15","16","20","5","1","6","7","5","3","0","0",
"경상북도","45 - 49세","중고등학교","출생[명]","명","213","224","238","259","241","241","250","246","261","264","254","231","193","168",
"경상북도","45 - 49세","중학교","출생[명]","명","58","62","64","59","41","46","36","31","23","22","20","18","10","8",
"경상북도","45 - 49세","고등학교","출생[명]","명","155","162","174","200","200","195","214","215","238","242","234","213","183","160",
"경상북도","45 - 49세","초대.전문대이상","출생[명]","명","56","70","81","97","107","132","126","160","189","183","198","225","219","215",
"경상북도","45 - 49세","대학(교)","출생[명]","명","43","57","72","86","95","123","119","142","180","156","179","194","201","188",
"경상북도","45 - 49세","대학원 이상","출생[명]","명","13","13","9","11","12","9","7","18","9","27","19","31","18","27",
"경상북도","45 - 49세","미상","출생[명]","명","1","3","1","1","2","1","5","2","1","5","3","7","6","5",
"경상북도","50세 이상","총계","출생[명]","명","74","68","81","83","106","98","113","86","81","123","112","134","145","129",
"경상북도","50세 이상","무학","출생[명]","명","1","1","2","2","1","1","3","0","0","1","0","1","1","1",
"경상북도","50세 이상","초등학교","출생[명]","명","16","9","17","10","17","15","13","5","8","6","9","11","4","8",
"경상북도","50세 이상","중고등학교","출생[명]","명","35","42","46","50","66","65","66","59","50","74","71","82","100","74",
"경상북도","50세 이상","중학교","출생[명]","명","15","14","19","16","28","16","20","10","11","18","15","16","21","15",
"경상북도","50세 이상","고등학교","출생[명]","명","20","28","27","34","38","49","46","49","39","56","56","66","79","59",
"경상북도","50세 이상","초대.전문대이상","출생[명]","명","22","15","16","20","22","17","29","20","22","41","31","37","40","44",
"경상북도","50세 이상","대학(교)","출생[명]","명","18","10","12","16","20","15","26","18","21","37","29","32","39","38",
"경상북도","50세 이상","대학원 이상","출생[명]","명","4","5","4","4","2","2","3","2","1","4","2","5","1","6",
"경상북도","50세 이상","미상","출생[명]","명","0","1","0","1","0","0","2","2","1","1","1","3","0","2",
"경상북도","연령미상","총계","출생[명]","명","151","176","245","226","304","273","253","234","215","200","183","160","161","155",
"경상북도","연령미상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","1","0","0",
"경상북도","연령미상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","연령미상","중고등학교","출생[명]","명","0","2","2","1","3","2","2","6","3","1","0","4","5","4",
"경상북도","연령미상","중학교","출생[명]","명","0","0","1","0","1","0","2","0","1","1","0","1","0","0",
"경상북도","연령미상","고등학교","출생[명]","명","0","2","1","1","2","2","0","6","2","0","0","3","5","4",
"경상북도","연령미상","초대.전문대이상","출생[명]","명","0","2","1","1","2","2","0","1","0","0","2","3","3","1",
"경상북도","연령미상","대학(교)","출생[명]","명","0","1","0","1","2","2","0","1","0","0","1","3","3","1",
"경상북도","연령미상","대학원 이상","출생[명]","명","0","1","1","0","0","0","0","0","0","0","1","0","0","0",
"경상북도","연령미상","미상","출생[명]","명","151","172","242","224","299","269","251","227","212","199","181","152","153","150",
"경상남도","계","총계","출생[명]","명","31493","30320","32203","32536","33211","29504","29763","29537","27138","23849","21224","19250","16823","15562",
"경상남도","계","무학","출생[명]","명","22","16","18","17","6","12","9","13","13","5","8","9","12","9",
"경상남도","계","초등학교","출생[명]","명","145","121","96","100","77","83","66","69","42","33","33","34","26","18",
"경상남도","계","중고등학교","출생[명]","명","12318","11206","11278","10881","10551","8862","8599","8094","7213","6336","5369","4760","4076","3586",
"경상남도","계","중학교","출생[명]","명","672","582","569","528","491","448","426","367","372","258","240","203","199","146",
"경상남도","계","고등학교","출생[명]","명","11646","10624","10709","10353","10060","8414","8173","7727","6841","6078","5129","4557","3877","3440",
"경상남도","계","초대.전문대이상","출생[명]","명","18753","18702","20523","21223","22252","20269","20769","21000","19502","17132","15521","14075","12302","11387",
"경상남도","계","대학(교)","출생[명]","명","17133","17119","18826","19398","20402","18511","18995","19268","17857","15630","14137","12825","11185","10277",
"경상남도","계","대학원 이상","출생[명]","명","1620","1583","1697","1825","1850","1758","1774","1732","1645","1502","1384","1250","1117","1110",
"경상남도","계","미상","출생[명]","명","255","275","288","315","325","278","320","361","368","343","293","372","407","562",
"경상남도","15세 미만","총계","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","중고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","중학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","고등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15 - 19세","총계","출생[명]","명","37","39","36","54","41","48","37","47","37","14","14","13","13","6",
"경상남도","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15 - 19세","초등학교","출생[명]","명","1","0","2","1","1","1","1","1","0","0","0","0","0","0",
"경상남도","15 - 19세","중고등학교","출생[명]","명","34","36","34","50","38","47","35","46","36","14","14","12","13","6",
"경상남도","15 - 19세","중학교","출생[명]","명","8","12","12","22","17","16","12","15","12","4","5","4","8","3",
"경상남도","15 - 19세","고등학교","출생[명]","명","26","24","22","28","21","31","23","31","24","10","9","8","5","3",
"경상남도","15 - 19세","초대.전문대이상","출생[명]","명","2","1","0","3","2","0","1","0","0","0","0","0","0","0",
"경상남도","15 - 19세","대학(교)","출생[명]","명","2","1","0","3","2","0","1","0","0","0","0","0","0","0",
"경상남도","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상남도","15 - 19세","미상","출생[명]","명","0","2","0","0","0","0","0","0","1","0","0","1","0","0",
"경상남도","20 - 24세","총계","출생[명]","명","516","427","404","434","388","383","468","438","456","362","336","252","205","163",
"경상남도","20 - 24세","무학","출생[명]","명","0","0","0","0","0","1","0","2","0","0","1","0","0","1",
"경상남도","20 - 24세","초등학교","출생[명]","명","6","2","4","2","1","4","2","4","1","2","0","1","0","0",
"경상남도","20 - 24세","중고등학교","출생[명]","명","348","286","295","310","286","288","362","325","363","284","255","191","146","127",
"경상남도","20 - 24세","중학교","출생[명]","명","52","23","29","41","27","31","37","32","34","22","31","18","14","13",
